Time_Sec,Distance_Est,BB_Area,v_x,v_z,omega_z
9.640026330947876,0.8515267036683729,232727.25,0.5035152,0.28075967825199993,0.1234375
9.69603681564331,0.8349203420343732,242077.09375,0.48356886666666665,0.284817907721229,0.109375
9.803193807601929,0.8581109086374197,229169.5625,0.5111049333333333,0.28682757824943017,0.159375
9.871119976043701,0.8654776816442947,225284.875,0.5193922666666667,0.2638837444620801,0.18125
9.92640495300293,0.860456050432235,227922.078125,0.5137662333333334,0.24303872945884328,0.1875
9.981300354003906,0.8546572099172625,231025.46875,0.5071456666666667,0.2346886808494469,0.184375
10.043771266937256,0.8578848983429971,229290.328125,0.5108473,0.2554392505973007,0.1890625
10.1002676486969,0.874917370918111,220449.796875,0.5297071,0.29131409788358786,0.2046875
10.214352130889893,0.8922439963770232,211971.03125,0.5477951333333333,0.31317500790194636,0.2546875
10.271678924560547,0.879984225348613,217918.453125,0.5351073,0.3006750079019464,0.2671875
10.328584909439087,0.8991134616396603,208744.375,0.5546786666666667,0.2673416745686131,0.2640625
10.38497281074524,0.8872236557446065,214376.6875,0.5426630666666666,0.2623985653587033,0.2625
10.44456148147583,0.8896911197820421,213189.234375,0.5451963,0.24364856535870333,0.246875
10.49577784538269,0.895197657786905,210574.5625,0.5507742666666666,0.23114856535870332,0.2453125
10.554605960845947,0.9013855028090003,207693.375,0.5569208,0.22489856535870334,0.246875
10.610296487808228,0.9043764667115375,206321.875,0.5598466666666667,0.174636236884548,0.25
10.664562702178955,0.9002857059889589,208201.125,0.5558376,0.15796957021788133,0.2453125
10.724333763122559,0.9055160908299484,205802.875,0.5609538666666667,0.14755290355121467,0.25
10.773298025131226,0.910345344278598,203625.15625,0.5655996666666666,0.14130290355121466,0.253125
10.838127374649048,0.9142091157539401,201907.609375,0.5692637666666667,0.13505290355121466,0.259375
10.895952224731445,0.910306228245418,203642.65625,0.5655623333333333,0.11128617834962298,0.2734375
10.948601722717285,0.9052224703268013,205936.40625,0.560669,0.11753617834962299,0.2859375
11.004745483398438,0.8968441877791853,209802.078125,0.5524222333333333,0.12586951168295632,0.2953125
11.062191247940063,0.8960693655797981,210165.0625,0.5516478666666667,0.13836951168295633,0.2984375
11.112709760665894,0.8965018055734819,209962.359375,0.5520803,0.12446921484519186,0.2984375
11.175964117050171,0.8935874478913579,211334.140625,0.5491538333333333,0.12655254817852518,0.2984375
11.235552310943604,0.8997830434754455,208433.8125,0.5553412,0.12238588151185853,0.2953125
11.292453527450562,0.8935213547595491,211365.40625,0.5490871333333334,0.11821921484519185,0.2921875
11.355955362319946,0.8929648520594168,211628.9375,0.5485249333333333,0.11405254817852518,0.2890625
11.41030764579773,0.8930655763076288,211581.203125,0.5486267666666667,0.10293112919067718,0.2859375
11.464595317840576,0.8927669647367208,211722.765625,0.5483247666666666,0.10293112919067718,0.28125
11.52534556388855,0.8918019567770924,212181.21875,0.5473467333333333,0.10501446252401052,0.2703125
11.579489946365356,0.8909425010611884,212590.78125,0.546473,0.11751446252401052,0.25
11.640148639678955,0.8955008436338322,210432.0,0.5510784,0.13656343947223062,0.2328125
11.69507622718811,0.898025269583097,209250.578125,0.5535987666666666,0.14489677280556396,0.225
11.753971338272095,0.9024099906454545,207222.0625,0.5579262666666667,0.14281343947223063,0.2234375
11.809146881103516,0.9079347371134665,204707.859375,0.5632899,0.13864677280556395,0.2265625
11.86864948272705,0.9064422836205804,205382.515625,0.5618506333333333,0.1268909292191127,0.2359375
11.928276062011719,0.9030941648464373,206908.203125,0.5585958333333333,0.11855759588577937,0.2390625
11.978899478912354,0.8973080534739738,209585.21875,0.5528848666666667,0.11022426255244604,0.2390625
12.036748886108398,0.8987268665522494,208924.0,0.5542954666666666,0.10605759588577937,0.2375
12.091970443725586,0.8979489353098709,209286.15625,0.5535228666666666,0.09147426255244603,0.2359375
12.145991802215576,0.8956004331256561,210385.203125,0.5511782333333334,0.0892129428223959,0.234375
12.207005977630615,0.8947738007122864,210774.109375,0.5503485666666666,0.08504627615572924,0.2375
12.265416622161865,0.8942033701010108,211043.109375,0.5497747,0.08296294282239591,0.240625
12.319636583328247,0.895315386511514,210519.1875,0.5508924,0.08296294282239591,0.24375
12.376460075378418,0.8990637978195763,208767.4375,0.5546294666666667,0.07920334434360644,0.2453125
12.425682783126831,0.897911294963018,209303.703125,0.5534854333333333,0.07920334434360644,0.2453125
12.488747596740723,0.8986075855420596,208979.46875,0.5541771333333333,0.07712001101027312,0.2421875
12.550127744674683,0.9000719748830525,208300.015625,0.5556266333333333,0.07295334434360645,0.2421875
12.607779502868652,0.8994702331222908,208578.8125,0.5550318666666667,0.07273148923668658,0.240625
12.659853458404541,0.898017222892071,209254.328125,0.5535907666666666,0.06648148923668659,0.2421875
12.72050666809082,0.8960407205838504,210178.5,0.5516192,0.06023148923668658,0.24375
12.77512526512146,0.8923170757076114,211936.3125,0.5478692,0.056064822570019913,0.2453125
12.82917857170105,0.8926998678065642,211754.59375,0.5482568666666666,0.05398148923668658,0.2390625
12.889673233032227,0.8950979369716289,210621.484375,0.5506741666666667,0.059840617360516074,0.2234375
12.94588565826416,0.8981424069544041,209196.0,0.5537152,0.0681739506938494,0.2109375
12.998998165130615,0.8988185604109314,208881.375,0.5543864,0.08275728402718274,0.196875
13.058316707611084,0.9022973993950242,207273.78125,0.5578159333333333,0.09525728402718274,0.1859375
13.112579345703125,0.903394354122105,206770.71875,0.5588891333333333,0.09986073606328542,0.184375
13.170122623443604,0.9020435944503119,207390.4375,0.5575670666666667,0.10611073606328543,0.184375
13.232285261154175,0.9044498621457413,206288.390625,0.5599181,0.10611073606328543,0.1859375
13.28601884841919,0.9034744415085431,206734.0625,0.5589673333333334,0.09986073606328542,0.1828125
13.340789556503296,0.9022610798503039,207290.46875,0.5577803333333333,0.09361073606328543,0.184375
13.399609565734863,0.9012306934994941,207764.734375,0.5567685666666666,0.09241919983494105,0.1859375
13.458298921585083,0.8994983322628223,208565.78125,0.5550596666666666,0.09241919983494105,0.1859375
13.51384973526001,0.9000185068208217,208324.765625,0.5555738333333333,0.09241919983494105,0.1890625
13.576292037963867,0.89707156885976,209695.734375,0.5526491,0.09033586650160773,0.196875
13.635681629180908,0.8943228263032975,210986.734375,0.5498949666666667,0.09461843067478867,0.2078125
13.689835548400879,0.8900981600187453,212994.296875,0.5456121666666667,0.09461843067478867,0.2171875
13.7509765625,0.8823974692772292,216728.125,0.5376466666666667,0.09878509734145534,0.221875
13.809537887573242,0.8857326694439505,215099.03125,0.5411220666666666,0.09461843067478867,0.221875
13.872359037399292,0.8866863499555888,214636.578125,0.5421086333333334,0.08473225805922277,0.225
13.932847738265991,0.8842084943531189,215841.234375,0.5395387,0.0743155913925561,0.228125
13.992324829101562,0.8831398541103582,216363.90625,0.5384236666666666,0.07014892472588943,0.2359375
14.048500537872314,0.8771370839088859,219335.453125,0.5320843666666667,0.07014892472588943,0.240625
14.104444980621338,0.8792999609244382,218257.75,0.5343834666666667,0.07014892472588943,0.240625
