Frame_Number,Time_Sec,Processing_Time_ms,FPS,Object_ID,Bbox_X,Bbox_Y,A_real,Distance_Est,v_x,v_z,omega_z,current_pitch_rad,Pipeline_Latency_ms
252,15.837,33.0,25.3,1,671,499,226604.56,0.863,0.342,0,0.0445,0.029362,33.8
253,15.877,32.9,25.1,1,671,499,225712.83,0.8647,0.3446,0,0.0484,0.029362,33.7
254,15.916,33.5,25.2,1,671,500,225706.98,0.8647,0.3446,0,0.0484,0.029362,35.7
255,15.958,33.0,24.0,1,672,501,224215.83,0.8675,0.3489,0,0.052,0.029947,33.9
256,15.998,32.9,25.2,1,673,501,223673.42,0.8686,0.3505,0,0.0535,0.029947,34.0
257,16.038,32.9,25.1,1,674,501,223308.48,0.8693,0.3516,0,0.0551,0.029947,33.7
258,16.077,33.0,25.2,1,676,500,223249.42,0.8694,0.3517,0,0.0602,0.029947,33.8
259,16.117,33.5,25.1,1,678,499,223992.1,0.868,0.3496,0,0.0632,0.029947,34.3
260,16.157,32.8,24.8,1,680,499,224442.39,0.8671,0.3483,0,0.0663,0.029947,35.1
261,16.198,32.8,24.3,1,682,498,225815.03,0.8645,0.3443,0,0.0696,0.030374,33.7
262,16.238,33.3,25.3,1,682,497,226581.2,0.863,0.3421,0,0.0656,0.030374,34.3
263,16.278,33.4,24.9,1,683,496,226596.42,0.863,0.342,0,0.0691,0.030374,34.4
264,16.319,33.3,24.6,1,683,495,227269.72,0.8617,0.3401,0,0.0672,0.030374,34.0
265,16.359,34.5,24.9,1,682,494,228687.47,0.859,0.336,0,0.0637,0.030374,35.3
266,16.4,33.5,24.4,1,683,495,228702.45,0.859,0.3359,0,0.0691,0.030374,35.8
267,16.442,33.3,23.9,1,684,496,228083.77,0.8602,0.3377,0,0.0707,0.030889,34.2
268,16.482,33.4,24.9,1,685,497,227183.72,0.8619,0.3403,0,0.0722,0.030889,34.5
269,16.522,32.9,24.7,1,687,497,227493.61,0.8613,0.3394,0,0.0774,0.030889,33.7
270,16.562,32.9,25.2,1,694,500,226634.4,0.8629,0.3419,0,0.0982,0.030889,33.7
271,16.602,33.2,25.4,1,700,500,225848.39,0.8644,0.3442,0,0.1055,0.030889,34.0
272,16.641,33.4,25.0,1,704,502,226365.75,0.8634,0.3427,0,0.1075,0.030889,35.6
273,16.683,33.4,24.1,1,706,502,227657.88,0.861,0.3389,0,0.107,0.031368,34.4
274,16.723,33.4,24.7,1,707,503,228486.2,0.8594,0.3365,0,0.1066,0.031368,34.5
275,16.764,32.9,24.7,1,706,502,226313.77,0.8635,0.3429,0,0.1011,0.031368,33.6
276,16.804,33.4,25.3,1,705,501,226197.1,0.8637,0.3432,0,0.0996,0.031368,34.2
